Nama Pelanggan,Produk,Ulasan,Rating
H***n,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"pinggiran kayunya gak rapih, besi kaki mejanya juga gak rapih seperti asal asalan, gak niat bikinnya.

baru dipake 1 hari kakinya udah copot karena kayunya jelek,kayunya...",1
Arief,KitchenV Meja Laptop/Meja Komputer/Meja Kerja-Meja Belajar Meja Tulis,Tidak ada ulasan,4
Adriana,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,"warna bantal cream, sleting  warna item warna benang juga item",5
Chelsy,KitchenV Meja Laptop/Meja Komputer/Meja Kerja-Meja Belajar Meja Tulis,"kirain bakal putih semua, ternyata kakinya hitam. agak ringkih dan tidak ada penyangga kaki bagian bawah, seperti yg versi 400rban",5
Chelsy,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,"barang sesuai deskripsi

kokoh, kuat buat diduduki orang dewasa (50an kg) dan ada penyangga kaki meja, jadi lantai gak kegores",5
Oei,CUSTOM BANTAL / CUSTOM BUSA / CUSTOM SARUNG BANTAL ONLY,"ukuran presisi, seller responsif, bikinnya cepat.",5
Muhammad,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"barang sesuai dengan harganya, sempat di akalin sedikit biar lebih kuat menopang beban overall cukup bagus barang nya and buat jadiiin meja kerja dengan beban yang enteng...",5
Bayu,meja tamu / coffee table / lesehan bulat minimalis | MS12,sesuai dengan deskripsi,5
Ilham,Mattress kasur busa rebounded dan dakron gulung grid Series,Ukuran sesuai!,5
Yayan,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,Tidak ada ulasan,5
sebastian,Gaming Table / Meja Gaming /Meja Kantor/ Meja Belajar/ meja komputer,"kualitas sesuai harga, yang penting anak happy",5
A***a,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC03,Bantal empuk & tebal pas. Ukuran & warna sesuai pesanan. Seller mengirimkan foto produk sebelum mengirim paket. Recommended seller.,5
marina,KOTAK KARDUS KARTON LEMBARAN 100 x 50 3mm KEMASAN SINGLE POLOS BARU,"proses cepat, kualitas oke",5
A***a,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC03,"Warna dan ukuran sesuai pesanan. Empuk pas, tidak kempes. Seller mengirim foto produk sebelum mengirim barang. Memuaskan.",5
F***i,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,kurir ramah ⭐⭐⭐⭐⭐⭐⭐⭐⭐,5
Andrian,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis | Miring,mantap pokoknya terbaik,5
Ignasius,Kaki meja besi / metal table leg heavy duty editions | TL17,"Pelayanan bagus. Respon cepat. Cuma saya kurang teliti baca aja. Kirain heavy duty, ini tapi pake hollow 3x3. Tapi salah saya kok ga baca detail. Saya beli buat meja kayu...",4
Adhi,Alas Bantal Duduk Lesehan bulat Sofa/Kursi rebounded | FC0,"keren bantalnya, cocok buat kursi aku",5
b***i,Bantal Kursi Persegi Microtex / Alas Duduk Lesehan Panjang Sofa/Kursi,sesuai penawaran dan harga kompetitif,5
H***a,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"pengiriman aman, kondisi barang perfect gada yang kurang, cuman pengiriman nya aja sedikit lama",5
eko,Bantal / Alas Duduk Lesehan Panjang Sofa/Kursi rebounded | FC07,"Produk sih oke, cuma status diproses ke pengiriman yg lelet. Perlu 2 hari sendiri.",5
harianto,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,Tidak ada ulasan,5
Prihatna,Bantal Kursi Persegi Microtex / Alas Duduk Lesehan Panjang Sofa/Kursi,ok lah,4
R***Y,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"papannya tuiipiss cuma 1cm, baut sambungan kaki""nya jg gampang copot gak kuat nempel dipapanya, jdi masalahny cuma dipapannya terlalu tipis dan rapuh utk bautny, untu...",3
D***a,NIRA - Rak Buku Gantung Dinding dan Tempel Minimalis - Pengrajin.com,"kualitas bagus, somoga awet",5
I***n,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,"material oke , sarungnya kurang rapi",4
D***y,Sofa busa minimalis Valeria Square Arm Pengrajin,"bahan bagus, kokoh, nyaman, sesuai ekspektasi",5
Wiha,Rangka Kaki meja Minimalis Heavy Duty 1 set | Craftsman,Barangnya kokoh. Recommended.,5
Prihatna,Bantal Kursi Persegi Microtex / Alas Duduk Lesehan Panjang Sofa/Kursi,niceh,5
R***y,meja tamu / coffee table / side table / lesehan bulat minimalis |MS12,"Produk lumayan rapi.
Harga terjangkau.

Masukan saja, supaya nanti utk bawah/kakinya dikasih pelindung karet,supaya lebih bagus",5
Kurnia,Kaki meja kayu / wooden table legs lurus editions heavy duty | TL06,tidak sesuai sudut kemiringan kaki,5
June,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,"Terima kasih untuk pelayanan yang cepat, packaging yang sangat baik, dan produk yang ok. Semoga berkat terus melimpah!",5
Y***g,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"untuk yg diatas 20 cm diameternya kurang besar, yg 30cm Dipasang di sofa kurang stabil , goyang goyang takut patah...😵‍💫Sekrup ug dikasih jg alakadarnya cuma 1cm, pende...",4
Muhammad,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,"Kursi nya bagus , empuk. enak pokoknya
hanya tlg tingkatkan pengiriman nya supaya tidak terlalu lama",5
M***d,Gaming Table / Meja Gaming /Meja Kantor/ Meja Belajar/ meja komputer,"barangnya sesuai, namun tidak tepat waktu untuk pengiriman instant (tidak di hari tersebut), buat meja ini terbilang lumayan dari harga nya lah. meja nya aga bergoyang. j...",4
E***g,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,mantap lah,5
Abraar,Meja Kerja dan Belajar Hairpin Minimalis | MK13,Tidak ada ulasan,5
D***i,KitchenV Meja Laptop/Meja Komputer/Meja Kerja-Meja Belajar Meja Tulis,boleehh,5
nogiwa,Gaming Table / Meja Gaming /Meja Kantor/ Meja Belajar/ meja komputer,kekokohan : 80/100 Presisi : 90/100 pengalaman rakit sendiri : 100/100,5
Ulung,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"barang sesuai gambar, pemasangan mudah, kokoh dan paking ok...pengiriman juga cepat👍",5
I***s,CUSTOM BANTAL / CUSTOM BUSA / CUSTOM SARUNG BANTAL ONLY,"Barang sdh sampai dengan selamat 
terimakasih seller,,kurir n Tokopedia sehat slalu semuanya lancar 🤲🤲🤲",3
M***d,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,"oke banget, seller ramah, empuk oke lahh ngga ngarep seempuk busa juga kok hehe. mantap sukses teruzzzz",5
a***l,Gaming Table / Meja Gaming /Meja Kantor/ Meja Belajar/ meja komputer,mantap,5
Halim,Rangka Kaki meja Minimalis Heavy Duty 1 set | Craftsman,"lumayan ok, hollow sesuai dgn yg dijelaskan, dikasi karet dibawah nya & sekrup jg dikasi",5
kenan,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,"bagus beud,, bahan bagus empuk,, respon nya cepet recommend bgd deh,, makasih ya
lain x beli lagi",5
Fikry,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,"mejanya reyod, harus dilas lagi",3
Farikh,Kaki meja kayu / Wooden Table Legs square editions Heavy Duty | TL04,"Ketika dipasang di daun meja, kaki sedikit goyang",4
F***l,Rangka Kaki meja Minimalis Heavy Duty 1 set | Craftsman,koko kuat terpercaya,5
R***d,Meja kerja / belajar / komputer / laptop square edition | MSB13,"Secara keseluruhan barangnya bagus, ukurannya presisi, lapisan atasanya oke, tapi sayang kaki kakinya agak “wiggle”, udh di screw paling kenceng tp tetep goyang, tp ga pa...",4
y***e,Meja Kerja dan Belajar Hairpin Minimalis | MK13,mejanyaa baguss,5
Hardi,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Kurang simetris kakinya jadi goyang harus diganjel. Kurang kokoh,3
Ayu,Meja Kerja dan Belajar Serbaguna/Simple Design - pengrajin.com,"dikira kakinya bakal putih sesuai gambar, ternyata hitam, gak sesuai, kecewa.",3
Halim,Pengrajin.com Furniture Custom Produk,bagus.. tinggal bikin top meja,5
Halim,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,bagus... kayunya cukup halus,5
Halim,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis Heavy Duty | Lurus,bagus... kayunya cukup halus,5
C***a,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,mantab... sesuai,5
Paulina,KitchenV Meja Laptop/Meja Komputer/Meja Kerja-Meja Belajar Meja Tulis,"harus pakai kunci Inggris untuk ngencengin baut bautnya, kalau cuma pake tangan doang meja goyang goyang.",5
C***t,Scandinavian Cover Sarung Kursi Tempat Duduk Minimalis - CO01,"kotor dan jahitan ada defect: tali serutnya terjahit satu sisi, harus bongkar ulang dan ke tk.jahit, merepotkan.",1
C***t,Scandinavian Cover Sarung Kursi Tempat Duduk Minimalis - CO01,"Berharap saat repeat agar support lbh baik, malah kali ini, dpt bonus 2 Jahitan reject, harus bongkar ulang dan ke tukang jahit lagiiiiiiiiiii",1
Hannah,Meja Kerja dan Belajar Hairpin Minimalis | MK13,Shorter than i expected but quality is good,5
Ultras,Alas Bantal Duduk Lesehan bulat Sofa/Kursi rebounded | FC0,"sesuai deskripsi, okelah, semoga awet",5
S***n,Meja Kerja dan Belajar Hairpin Minimalis | MK13,Pelayanan sangat kooperatif,5
Ridwan,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,alhamdulilah cepat pengirimannya,5
Kenny,Meja kerja / belajar / komputer / laptop square edition | MSB13,Mantap ah,5
Adhi,Meja kerja / belajar / komputer / laptop square edition | MSB13,overall ok untuk harga segitu. kekurangannya cuma lem2annya kurang rapi jadi ada bagian menggelembung diatas meja.. mungkin bisa lebih diperhatikan untuk yang selanjutnya...,4
Kumarasami,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,Harga Tinggi,2
Ridwan,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,mantap,5
Winnie,Kaki meja hairpin Minimalis Heavy Duty | Craftsman,"Lumayan sih, penampakan meja jadi cantik. Hanya agak oglek aja sedikit, tp klo mejanya disandarkan ke tembok sih ok aja.",5
Stefanus,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,"Product bgs bgt, simple tp kokoh, bertahan lama pastinya, penjual very helpful, nice👍👍👍",5
Ridwan,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,pengemasan rapi.. barang bagus,5
Fery,KitchenV Meja Laptop/Meja Komputer/Meja Kerja-Meja Belajar Meja Tulis,sesuai order,5
F***o,Custom Rangka Kaki meja Minimalis Heavy Duty,"ukuran nggak sesuai dengan order.  tebal  besi cuman 2 cm x 2 cm,  bukan 2.5 cm x 2.5 cm.",3
hakim,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC02,klo ditambah tali lbh bagus dan enak,5
Herra,Mattress Anti Sakit Pinggang Kasur Busa Gulung dan Lipat Rebounded Ser,bagian bawah tidak dilapis bahan plastik jd akan kotor ke kainnya,2
Herra,Bantal Tidur Katun Alami / Bantal Alas Duduk Sofa Minimalis | NP11,"baunya menyengat, dan bentuk tidak rapih",2
Pasha,Meja Kerja dan Belajar Serbaguna/Simple Design - pengrajin.com,"Bagus, simple, kokoh",5
M***i,Gaming Table / Meja Gaming /Meja Kantor/ Meja Belajar/ meja komputer,"untuk harga segini ya ga bisa harapin banyak, pengiriman udah oke karena dalem box nya di kasih bantalan biar tiap sisi meja nya aman walau box pengiriman nya udah lumaya...",4
K***n,CUSTOM MEJA BELAJAR,Sesuai pesanan,5
A***f,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"sip matching meja nyaa. masang gampang, packing aman no baret baret. makasi👍",5
S***i,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,meja bagus hanya ada beberapa baut yg kendor sendiri,5
Sherley,Mattress kasur busa rebounded dan dakron gulung grid Series,pesanan yg kedua. kualitas bagus banget. seller responnya ramah Dan cepet,5
iman,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"Material meja bagus, pengiriman aman, walaupun dusnya robek, dan kokoh gak goyang kalo di pake tidur",5
N***a,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC03,Wow! Produknya sesuai foto & deskripsi. Jahitannya rapi. Semoga cocok nih ketika dicoba dudukin. Seller jg ramah & gercep. Packaging sangat rapi. Pengiriman tiba...,5
rafli,Gaming Table / Meja Gaming /Meja Kantor/ Meja Belajar/ meja komputer,"Seller Ramah & fast respon, mejaNya bagus walaupun agak kurang presisi, sesuai harganya.. 
makasih om admin",5
Andri,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"Overall baik. Cuma untuk instruksi pemasangan mungkin lebih baik apabila di tandain untuk arah kakinya.

Secara bahan terasa kurang kokoh. Cuma cukup untuk kerja sehari2...",4
purchasing,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,"produk bagus, sesuai",5
angga,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"harganya murah
terimakasih dan sukses selalu",5
H***a,KitchenV Meja Laptop/Meja Komputer/Meja Kerja-Meja Belajar Meja Tulis,"pengiriman cepat (1 hr lbh cpt dr estimasi tercepat) #JNE
respons seller cepat dan packing bagusss.. 
kualitas meja dan bahannya bagussss.. 
walau agak sedikit goyang (mg...",5
Siang,Bantalan Kursi Sofa Kantor /Tatami Lovely Cushion | NP15,"bagus kualitasnya, empuk",5
Mohammed,Meja Kerja dan Belajar Hairpin Minimalis | MK13,Meja pendek tidak sesuai desripsi 70cm.  Cuma 69cm buat orang 170cm atas tidak cocok. Cocok buat orang 140 bawah kaya anak2 kecil,1
R***a,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,nyaman,5
Arbi,Blupe - Kursi lipat lesehan sofa folding busa rebounded edition,Warna sesuai Barang sampai dengan aman Harga oke Ukuran sesuai,5
Rizka,Kaki meja kayu / wooden table legs miring editions heavy duty | TL06,puas banget sama barangnya good job,5
A***I,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Lumayan. Sebaiknya kaki meja diberi nomor biar lebih akurat pemasangannya. Masih kesulitan mengepaskan kaki meja agar tida goyang dan kokoh. Komunikasi dan pengiriman bag...,4
anjar,Meja belajar tulis dan Laptop kayu minimalis - MSB11,mantap,5
Gilang,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"mantap barangnya bagus, tapi akan lebih baik jika tiap kakinya diberi keterangan kanan kirinya",5
rinaldi,Promo Bantal / Alas Duduk Lesehan Panjang Sofa/Kursi Sofa cushion |NP0,penjualnya fast respon kualitas barang bagus .. cooperative banget pas mesen alas custome. alhamdulillah presisi..,5
fajar,Meja laptop belajar dan tulis kerja kayu premium edition,"meja dengan harga segini WORTH IT !!!
kualitasnya bagus apalagi dipake untuk PC. udah deh terbaik pokoknya
respon seller nya OK",5
Mariska,Gaming Table / Meja Gaming /Meja Kantor/ Meja Belajar/ meja komputer,Tidak ada ulasan,5
S***o,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC02,Sudah order custome 45cm x 45cm yang dikirim malahan 40cm lebih sedikit tidak sampai 45cm. harganya sama pula 45cm dgn 50cm. sedikit kecewa.,2
R***o,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,"Barang sesuai deskripsi, tapi Ukuran 80cm x 40cm x 8cm kecil kurang nyaman untuk dewasa.",3
DJONLI,Busa Rebounded Kotak Pengganti Bantal / sofa - Arctia,barang yg dipesan cepat sampai ..,5
i***n,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,Tidak ada ulasan,5
Prema,Rangka Kaki meja Minimalis Heavy Duty 1 set | Craftsman,"sekrup agak kecil , tapi okelah",4
S***y,Tambahan Packing Kayu untuk JNE Trucking,Packing aman rapi,5
S***y,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis Heavy Duty | Lurus,"Bagus, sesuai deskripsi",5
Afiyad,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"Barang bagus, agak sedikit aj sih tpi sejauh ini aman, rakit juga mudah",4
David,Bantalan Kursi Sofa Kantor /Tatami Lovely Cushion | NP15,"Mantap, empuk. Dan nggak gampang kempes. Recommended banget deh. Makasih Gan.. 👍👍👍",5
J***e,KitchenV Meja Laptop/Meja Komputer/Meja Kerja-Meja Belajar Meja Tulis,"barang OK, cmn bagian bawah ketinggalan di finishing",4
M***l,Meja Kerja dan Belajar Taves Edition Minimalis | MK16,Design bagus & sgt mudah dipasang dgn obeng. Tidak perlukan bor.,5
W***a,Kaki meja hairpin Minimalis Heavy Duty | Craftsman,"produk mantap lgs dipasang, bobot cukup buat berat yg sedang. agak goyang tp bersandar ke dinding jadi lbh stabil.
overall budget dan fungsi terpenuhi. mantap",5
zadda,Ancient Stool / kursi kotak square edition - Aphid,Kursinya sangat nyaman Kualitas sangat bagus,5
Fauzi,RION - Kursi lesehan sofa lipat folding busa rebounded edition,"Untuk harganya ini sebenernya okr banget, tapi ada beberapa hal yang bisa lebih bagus lagi. Bagian bawah ada besi nonjol nikin rusak lanrai dan sedikit robek alasnya jadi...",4
Andrian,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"mantap, kualitas oke, cuman agak goyang dikit gatau salah perakitan apa gmna, tapi overall oke.",5
F***n,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"meja ringan, untuk merakitnya tidak susah hanya sedikit tricky. sudah lebih dari cukup untuk dipakai di kos.",5
T***n,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis | Miring,"Barang tiba cepat tapi sayang sudah berkarat padahal baru nyampe, plastiknya dibuka aja belom",4
b***s,Alas Bantal Duduk Lesehan bulat Sofa/Kursi rebounded | FC0,Mantap,5
Anton,Meja Kerja dan Belajar Hairpin Minimalis | MK13,lumayan,5
D***i,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"Kualitas barang tidak seragam, dari 4 yang diterima salah 1 terasa lebih ringan. Ada retak pada salah satu kaki saat diterima dan plat besinya tipis banget (bangak yang b...",1
Vincent,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,sesuai ekspetasi,5
GG,Wooden Hook / Gantungan Kayu Serbaguna J Model | HA15,Harga terjangkau! Ukuran sesuai! Bagus Banget!,5
C***b,Kursi sofa busa minimalis Elora Armless Loveseat Pengrajin,"kualitas bagus dan hasil memuaskan, best pokoknya",5
F***I,Meja Kerja dan Belajar Hairpin Minimalis | MK13,kualitas barang sebanding harga,5
Dani,LINK PEMESANAN CUSTOM BANTAL/SARUNG ONLY/BUSA ONLY,"mantab baget hasil nyaa, passsssss",5
Gusti,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,"empuk, dan mantap dah pokoknya",5
cepoy,Bantal Ruang Tamu Sofa Linen/Bantal Kursi / Bantal Kursi Kantor | NP29,"belom saya liat barangnya, mudahan aja bagus sesuai dan sesuai harapan",5
K***l,Rangka Kaki meja Minimalis Heavy Duty 1 set | Craftsman,"pembelian ke 2, cm jadi lbih kecil dikit besi ny, tpi masih oke.. 👍🙏",5
sammy,ERIO - Kursi lesehan lipat sofa folding busa rebounded edition,"kursinya ok, chat sangat lancar dan pengiriman cepat. recommended seller!",5
K***l,Rangka Kaki meja Minimalis Heavy Duty 1 set | Craftsman,"pembelian ke 2, cm jadi lbih kecil dikit besi ny, tpi masih oke.. 👍🙏",5
P***e,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,terima kasih banyak atas layanan yang cepat packing yang baik,5
A***i,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"Sambungan baut ke kaki nya udah oke tp meja nya bisa bergetar getar reyot gitu, built quality nya kurang baik",2
Manyoomania,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC03,Produk sesuai pesanan. Terimakasih.,5
Prapasto,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis | Miring,Aman sampai dengan tujuan... mantap...,5
Y***i,Egan - Meja tamu dan samping - cofee table triangle editions,Berfungsi dengan Baik! Bahannya bagus Packing aman 👍,5
Maria,RION - Kursi lesehan sofa lipat folding busa rebounded edition,"bagus banget kak, tp masih ada bau lem, tapi selebihnya TOP BGT
recommended banget",5
Ez,WARA - Rak Dinding Gantung dan Tempel Minimalis - Pengrajin.com,GG barangnya kualitas nya juga bagus,5
Aldi,Meja Kerja dan Belajar Taves Edition Minimalis | MK16,Sesuai pesanan dan puas.,5
Taufik,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis | Miring,"sekrup yg ke kaki mejanya kurang flat. efeknya kakinya jd kurang rata. 
Terus untuk lubang sekrup di sudut plat kurang rapi.
untuk packing udh bagus
semoga kedepannya bis...",5
F***i,Alas Bantal Duduk Lesehan bulat Sofa/Kursi rebounded | FC0,pelayanan baik. pengiriman cepat. pesanan ke.2. Tetap puas. thks..,5
C***b,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis | Miring,"Dua Tiga berseri seri
hati riang senang sekali",5
Yulio,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,"Pengirimannya cepat dan pemasangannya mudah, mejanya juga kuat 👍👍",5
T***s,KitchenV Meja Laptop/Meja Komputer/Meja Kerja-Meja Belajar Meja Tulis,"barang sampai dgn aman, pengiriman cepat, kualitas baik, respon penjual baik. semoga awet. makasih",5
Aufa,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"bagus sesuai, cuman agak effort aja masangnya. Harus pake bor tangan biar cepet klo gamau pake obeng. kualitas kaki kakinya bagus. Untuk papan nya cuma di finishing atas...",5
Budi,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"lumbayan, masukan sj, plat bekas bor nya kalo dirapihkan dl mur pasti lebih pas , dan pasti tambah kokoh",5
Ningsih,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,sesuai deskripsi...tks,5
Viktor,Meja belajar tulis dan Laptop kayu minimalis - MSB11,tidak berkualitas tinggi! bahan yang sangat buruk (tidak disarankan),1
Riki,Craftsman Meja Belajar dan Kerja Lipat Minimalis Edition | MSB05,material bagus dan presisi,5
Yusak,Meja belajar tulis dan Laptop kayu minimalis - MSB11,suka sih barangnya... warna ama ukuran jg simplenya... cuma ga kokoh euy... secara pengiriman respon dll ok sih ga ada masalah,5
Taufiq,Bantalan Kursi Sofa Kantor /Tatami Lovely Cushion | NP15,Bahan bagus,5
Cipto,Plat Kaki Besi Sofa Meja dan Kursi Anti Karat - Chub,"barang dah sampe dengan cepat, thx gan...",5
M***i,LINK PEMESANAN CUSTOM BANTAL/SARUNG ONLY/BUSA ONLY,sesuai aplikasi,5
Imam,CUSTOM BANTAL / CUSTOM BUSA / CUSTOM SARUNG BANTAL ONLY,"ukuran sesuai, jahitan rapih, busanya bagus mantapp",5
Jansen,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,Bahan empuk enak untuk duduk lama. Mantap,5
Denis,Kaki meja besi / metal table leg heavy duty editions | TL17,Very bad!!! Smooth metal.,5
A***a,Kaki meja besi / metal table leg heavy duty editions | TL17,mantap sesuai pesanan,5
Tedi,KitchenV Meja Laptop/Meja Komputer/Meja Kerja-Meja Belajar Meja Tulis,"barang sdh sampai cuma belum sy unboxing mudah""an barang tdk ada masalah",4
Claudine,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC03,"tebal sekali, qualitas bagus, ada resletting....",5
M***h,Meja Kerja dan Belajar Hairpin Minimalis | MK13,barang nya sampai dengan selamat... kondisi aman dan nyaman,5
N***P,KitchenV Meja Laptop/Meja Komputer/Meja Kerja-Meja Belajar Meja Tulis,Mantap,5
Danny,KitchenV Meja Laptop/Meja Komputer/Meja Kerja-Meja Belajar Meja Tulis,barang sesuai dengan harga...,5
Z***a,meja tulis dan komputer minimalis | NP25 - Pengrajin,Tidak ada ulasan,5
C***b,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis | Miring,"best, cuma sayangnya belum bisa aku pake",5
Muhtar,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"bahannya oke, ukuran juga presisi dan tampilannya juga cakep. tapi ternyata ketika sudah di rakit kurang kokoh. masih terasa sekali goyangan mejanya jika tersenggol atau...",4
E***i,Mattress kasur busa rebounded dan dakron gulung grid Series,Rumah jadi cantik,5
Hirawati,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,Tipis Gak enak duduk,2
reza,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,mantap...recomend pokoknya,5
Tejo,Kaki meja hairpin Minimalis Heavy Duty | Craftsman,Catnya masih agak basah…produknya saya cocok yg kayu…tp tidak apa2,5
Y***u,Stool Bangku Sofa/Bangku Modern Minimalis/Bangku Ruang Tamu | NP27,"bagus bgt, ukuran mini tp cukup kokoh utk dijadikan pengganti nakas, jahitan stool rapi",5
